,AUFNR_Order,KTEXT_OrderDescr,ILART_MaintenanceActivityTypeID,GSTRP_BasicStartDateID,GLTRP_BasicFinishDateID,ActualCost,FLOC_STRNO_FunctionalLocation,FLOC_PLTXT_FunctionalLocationDescr,FLOC_EARTX_TechnicalObjectTypeDescr,FLOC_STORT_LocationDescr
2097,57060503,Warren - Wycarbah Down - C19,C19,20220223,20220223,35572.25,,,,
2098,80106855,SR_WO_Turnout Replacement_Cable Location,C13,20220223,20220223,2195.71,ST004200,Duaringa-Wallaroo,Lvl5 Feature Locatio,Duaringa-Wallaroo
2099,600001838,2149 IM Stephens - Norwich Park C14 (Una,C14,20220224,20220525,0.0,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2100,80106826,BRA-MII UP BCD Stress Test 107.700km,C10,20220224,20220224,6927.53,TO000314,107.799KM 8C/D TURNOUT BRAESIDE,Electrical Turnout,Braeside
2101,57059720,Raglan Up - C19,C19,20220224,20220224,39891.48,,,,
2102,57055476,Epala - Raglan Up - C19,C19,20220224,20220224,0.0,,,,
2103,57060136,Jilalan Yard Up Rd C19,C19,20220224,20220224,36239.19,GA-01YR,JILALAN YARD UP RD,Yard Track,
2104,80106903,SR_MO_12pts_Remove Rodding,C10,20220225,20220226,3732.13,TO000884,45.948KM 12 TURNOUT MEMOOLOO,Manual Turnout,Memooloo
2105,600001837,2148 IM Mt Rainbow - Dumgree (Unallocate,C14,20220225,20220327,0.0,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2106,57053934,Comet - Yamala - C19,C19,20220225,20220225,8765.34,,,,
2107,80106904,Memooloo - 10A - C13,C10,20220225,20220226,3146.51,TO000823,47.864KM 10 TURNOUT MEMOOLOO,Manual Turnout,Memooloo
2108,57053213,Raglan - Marmor Up - C19,C19,20220225,20220225,0.0,,,,
2109,600002061,3113 Mindi - South Walker Up C14,C14,20220225,20230630,0.0,,,,
2110,57060598,Graham - Stirrat - C19,C19,20220225,20220225,16984.44,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2111,57059457,Graham - Stirrat - C57,C57,20220225,20220225,10550.39,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2112,57053935,Comet - Yamala - C19,C19,20220225,20220225,15268.88,,,,
2113,57060599,Stowe Loop - C19,C19,20220225,20220225,16265.44,MA-02PL,STOWE PLOOP,Passing Loop,
2114,57059466,Daly Bay - Praguelands Down Rd C19,C19,20220225,20220225,38964.93,,,,
2115,57056074,Byelle - Stowe - C19,C19,20220226,20220226,28386.77,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2116,57059368,Gladstone - Callemondah - C19,C19,20220226,20220226,15310.92,NC-02ML,NCL PARANA-CALLEMONDAH,Main Line,Callemondah-Parana
2117,57060137,Daly Bay Arr Rd 2 C19,C19,20220226,20220226,18454.3,GA-05BA,ARRIVAL RD DAL BAY BLOOP 2,Unloading Facility,Dalrymple
2118,57053937,Yamala - Nogoa - C19,C19,20220226,20220226,3634.05,,,,
2119,57059886,Hay Point Arr Rd 2 C57,C57,20220226,20220226,19893.5,GA-02BA,ARRIVAL RD HAY PT BLOOP 1,Unloading Facility,
2120,57053933,Comet - Yamala - C19,C19,20220226,20220226,3340.82,,,,
2121,57053936,Yamala - Nogoa - C19,C19,20220226,20220226,5344.42,,,,
2122,57060652,Yamala - Nogoa - C19,C19,20220227,20220227,14651.73,,,,
2123,57055506,Bajool Up - C19,C19,20220227,20220227,7362.2,,,,
2124,57060653,Yamala - Nogoa - C19,C19,20220227,20220227,14651.73,,,,
2125,57059526,Bajool Up - C19,C19,20220227,20220227,7669.55,,,,
2126,57055505,Marmor - Bajool Up - C19,C19,20220227,20220227,9316.1,,,,
2127,57060971,Archer - Midgee Down - C19,C19,20220227,20220227,9624.66,,,,
2128,57053216,Marmor - Bajool Up - C19,C19,20220227,20220227,9874.98,,,,
2129,80106841,Bridge Rollouts_Bridgewater Up_Bonding,C20,20220228,20220228,7870.98,BR100481-91-01,Bridge 133.020km TRACK 1,Structure Track,Tryphinia
2130,57057861,Gracemere - Kabra Up - C19,C19,20220228,20220228,26573.93,,,,
2131,57060286,Braeside - Mindi Up Rd C19,C19,20220228,20220228,36856.34,,,,
2132,57057522,Warren - Wycarbah Up - C19,C19,20220228,20220228,19795.34,,,,
2133,57052753,Kinrola - Kenmare - C19,C19,20220228,20220228,13801.49,BW-06ML,KINROLA JCT-ROLLESTON,Loading Facility,
2134,57061565,Kinrola - ER1.2A - C23,C23,20220228,20220228,12978.84,TO000816,19.065KM ER1.2A TURNOUT KINROLA,Manual Turnout,Kinrola
2135,80106531,Kinrola - ER1.2A - C13,C13,20220228,20220228,0.0,TO000816,19.065KM ER1.2A TURNOUT KINROLA,Manual Turnout,Kinrola
2136,57060677,Braeside - Mindi Down Rd C19,C19,20220301,20220301,20052.23,,,,
2137,57060912,Bolingbroke - Balook Up Rd C02,C02,20220301,20220301,9094.82,,,,
2138,57059117,Memooloo - 12A - C23,C23,20220301,20220301,9491.15,TO000884,45.948KM 12 TURNOUT MEMOOLOO,Manual Turnout,Memooloo
2139,80106843,Bridge RO_Bridgewater Up_ISO/H&S/BD/BMF,C20,20220301,20220302,21798.12,BR100481-91-01,Bridge 133.020km TRACK 1,Structure Track,Tryphinia
2140,57059305,Marmor - Bajool Up - C19,C19,20220301,20220301,45436.12,,,,
2141,80104635,C01 - Coppabella - Mallawa Down 153.300,C01,20220302,20220409,1242548.81,,,,
2142,80106914,Tunnel PSC Battery Charger,T27,20220302,20220531,4950.4,ST001920-05,TL AT AC/DC Power Supply,LV Power Systems,Tunnel
2143,80106719,SUPP RM902 CA-BL DN 153.100KM-155.890KM,C01,20220302,20220303,14135.64,,,,
2144,57060923,Ambrose - Epala Up - C19,C19,20220303,20220303,37400.35,,,,
2145,80106844,Bridge Rollouts_Bridgewater Ck_Bonding,C20,20220303,20220303,6143.82,BR100447-91-01,Bridge 133.020km TRACK 1,Structure Track,Tryphinia
2146,57057851,Aroona - Duaringa Up - C19,C19,20220303,20220303,39176.96,,,,
2147,80104493,BBR BW Tryphinia-Dingo 132.95-133.110 Up,C20,20220303,20220308,354334.66,BR100481-91-01,Bridge 133.020km TRACK 1,Structure Track,Tryphinia
2148,80106433,DL JB DN RM902 GREASER SUP 13.765 KM,C01,20220304,20220307,9762.6,,,,
2149,80103843,OH-Axel-Aroona-Bond-Supp,T25,20220304,20220630,275389.64,,,,
2150,57060444,Tootoolah - Coppabella Up Rd C19,C19,20220304,20220304,46447.36,,,,
2151,57060419,Millenium Balloon C19,C19,20220304,20220304,22081.11,GA-16ML-MJAR-CV0030,2.34KM CURVE MILLENNIUM,Lvl4 Feature Locatio,Middlemount Junction
2152,57057791,Warren - Westwood Down - C19,C19,20220304,20220408,62420.24,,,,
2153,80106845,Bridge RO_Bridgewater Ck_ISO/H&S/BD/BMF,C20,20220304,20220304,20774.15,BR100447-91-01,Bridge 133.020km TRACK 1,Structure Track,Tryphinia
2154,57061728,Winchester Main C19,C19,20220304,20220304,20921.75,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2155,57060750,Warren - Wycarbah Down - C02,C02,20220304,20220304,11636.22,,,,
2156,57061854,Tunnel - Edungalba Down - C19,C19,20220304,20220304,40218.99,,,,
2157,80104636,C01 - Daly Jct - Jilalan Down 12.960,C01,20220305,20220324,1863628.56,,,,
2158,80106720,SUPP RM902 DL-JB DN 10.290KM-14.365KM,C01,20220305,20220306,11832.37,,,,
2159,57060738,Yarwun - Aldoga Up - C19,C19,20220305,20220305,34876.69,,,,
2160,57060445,Waitara-Braeside-Mindi Up Rd C19,C19,20220306,20220306,38075.58,,,,
2161,57060870,Tunnel - Edungalba Down - C19,C19,20220306,20220306,37784.34,,,,
2162,57060966,Aldoga - East End - C19,C19,20220307,20220307,-231.83,BW-15ML,EAST END BRANCH,Loading Facility,East End
2163,80106736,SR _ PAS JB Up RM902 UNDERCUTTING,C01,20220307,20220308,2412.61,,,,
2164,57052591,Wallaroo - Tryphinia Down - C19,C19,20220307,20220307,13261.9,,,,
2165,80106652,SUPP RM902 PAS-JIL BY UP,C01,20220307,20220308,6208.6,,,,
2166,50414508,SR_ Cab W485 Stuart GA Stock Water Pipe,B50,20220307,20220307,1626.27,,,,
2167,80104637,C01 - Prag - Jilalan Bypass Up 16.380,C01,20220307,20230227,1288067.96,,,,
2168,57060739,Yarwun Down - C19,C19,20220307,20220307,18399.91,,,,
2169,57060967,Aldoga - East End - C19,C19,20220307,20220307,-231.83,BW-15ML,EAST END BRANCH,Loading Facility,East End
2170,57060443,Braeside-Mindi-Sth Walker Up Rd C19,C19,20220307,20220307,36336.54,,,,
2171,57060868,Tryphinia - Dingo Down - C19,C19,20220307,20220307,18313.19,,,,
2172,80106712,WAN DN Restress Rail 85.994-86.107km,C13,20220307,20220309,26276.32,TO000215,85.944KM 8A/B TURNOUT WANDOO,Electrical Turnout,Wandoo
2173,57061455,Bajool Up - 10A - C23,C23,20220307,20220330,31923.73,TO000836,604.707KM 10A/B TURNOUT BAJOOL,Electrical Turnout,Bajool
2174,57057764,Wallaroo - Tryphinia Down - C19,C19,20220307,20220307,8818.08,,,,
2175,57061864,Rocklands Yard Up Rd C19,C19,20220308,20220308,29367.18,,,,
2176,80106711,COB UP Restress Rail 142.645-142.760km,C13,20220308,20220308,43618.83,TO000298,142.595KM 7A/B TURNOUT COPPABELLA,Electrical Turnout,Coppabella
2177,57060457,Bolingbroke - Balook Up Rd C19,C19,20220308,20220308,40645.36,,,,
2178,80106975,BELOW SLEEPER MATERIAL CONTAMINATED.,C01,20220308,20220308,0.0,,,,
2179,80106113,OH-AR_OHR-BW-(155U)-(13/12),T25,20220309,20220309,5049.25,BW-0155-00155U,155U Electrical Sub-Section,Electrical Section,Rangal FS - Kinrola Balloon Loop
2180,57060245,Tunnel - Edungalba Down - C02,C02,20220309,20220309,7453.41,,,,
2181,80104293,2221 Macarthur 8AB C13,C13,20220309,20220313,194605.14,TO000255,137.225KM 8A/B TURNOUT MACARTHUR-COPPABE,Electrical Turnout,MacArthur
2182,80106853,COB-MAL DN Stress Test 153.100-155.890KM,C01,20220309,20220310,33008.95,,,,
2183,57060896,Tunnel - Edungalba Down - C19,C19,20220309,20220309,8226.0,,,,
2184,600001891,2152 IM Boonal Down (Unallocated),C14,20220309,20220508,0.0,,,,
2185,80106847,SR_BCD Ex_TRY Dn_116.355_ISO,C02,20220310,20220310,1843.16,,,,
2186,80107003,Stephens - Norwich Park C14,C14,20220310,20220310,39472.44,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2187,80107016,SR_ STN-NPK Undercut 107.980km.,C01,20220310,20220310,4110.37,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2188,80107188,2153 Jilalan Up (Unallocated),C14,20220310,20220414,76011.35,,,,
2189,600002002,3114 Riverside Exit Road (Unallocated),C14,20220310,20220608,0.0,GA-14ML,RIVERSIDE  BLOOP,Loading Facility,
2190,57057763,Wallaroo - Tryphinia Down - C19,C19,20220310,20220310,35530.63,,,,
2191,80107062,2149 IM Stephens - Norwich Park C14 (Una,C14,20220310,20220403,55781.22,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2192,57060869,Dingo - Umolo Down - C19,C19,20220311,20220311,15557.1,,,,
2193,57060679,Black Mountain - Hatfield Yard down C19,C19,20220311,20220311,12476.67,,,,
2194,57062110,Balook - Wandoo Up Rd C02,C02,20220311,20220311,9192.21,,,,
2195,80106854,DAL-JIL DN Stress Testing 10.290-14.365K,C01,20220311,20220314,0.0,,,,
2196,57060763,Koonkool - Dakenba - C19,C19,20220311,20220311,27825.74,MA-02ML,EARLSFIELD-DAKENBA,Main Line,
2197,57059830,Earlsfield - Belldeen - C19,C19,20220311,20220728,37850.24,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2198,57060894,Daly Bay Arr/Dep Rd C02,C02,20220311,20220311,17403.95,GA-04BA,ARRIVAL RD DAL BAY BLOOP 1,Unloading Facility,Dalrymple
2199,600002864,UNDERCUT FOULED BALLAST FROM 51.498 TO 5,C14,20220311,20220907,0.0,,,,
2200,57059009,Belldeen Main - C19,C19,20220312,20220312,10647.86,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2201,57057595,Wycarbah - Westwood Down - C19,C19,20220312,20220312,10334.57,,,,
2202,57060678,Macarthur - Coppabella Yard down C19,C19,20220312,20220312,26719.51,,,,
2203,57062108,TUNNEL - EDUNGALBA DOWN - C19,C19,20220312,20220312,9638.95,,,,
2204,57060676,Earlsfield - Belldeen - C19,C19,20220312,20220312,7435.43,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2205,57060863,Gracemere Down - C19,C19,20220312,20220312,16484.6,,,,
2206,57059829,Earlsfield - Belldeen - C19,C19,20220312,20220312,22211.5,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2207,57060841,Wandoo - Waitara Down Rd C19,C19,20220313,20220317,73726.63,,,,
2208,57060974,Aldoga - Mt Larcom Down - C19,C19,20220313,20220313,13455.05,,,,
2209,57060973,Mt Larcom - Ambrose Down - C19,C19,20220313,20220313,14692.33,,,,
2210,57060840,Waitara - Braeside Down Rd C19,C19,20220314,20220314,35297.59,,,,
2211,80106895,PAS-JIL UP Stress Test 21.000-21.950KM,C01,20220314,20220315,7776.33,,,,
2212,57056188,Stirrat - 12pts - C23,C23,20220314,20220315,7108.5,TO000961,39.395KM 12A TURNOUT STIRRAT,Electrical Turnout,Stirrat
2213,57060965,Fry - Mt Rainbow - C19,C19,20220314,20220315,15034.51,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2214,80107136,Bonds Re arrangement Mt Larcom to Calle,T27,20220314,20220314,40002.0,BW-0521-00521G,521G Electrical Sub-Section,Electrical Section,Callemondah FS - Mount Larcom TSC
2215,80107137,Bonds Re arrangement Mt Larcom to Calle,T27,20220314,20220314,53531.8,BW-0522-00522A,522A Electrical Sub-Section,Electrical Section,Callemondah FS - Mount Larcom TSC
2216,80106968,TSR ST7ABPTS BCD MRA CLOSURE,C03,20220314,20220322,327.01,TO000962,41.349KM 7A TURNOUT STIRRAT,Electrical Turnout,Stirrat
2217,80107102,SR_RM902_CAH-ALD 536.850 UP_ISO/H&S/BD,C01,20220314,20220404,25524.07,,,,
2218,57061226,Earlsifeld - Belldeen - C02,C02,20220315,20220315,8320.66,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2219,57061059,Clarke - Mt Rainbow - C19,C19,20220315,20220316,69588.3,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2220,80106650,Stirrat - 7AB - C13,C13,20220315,20220315,14949.05,TO000962,41.349KM 7A TURNOUT STIRRAT,Electrical Turnout,Stirrat
2221,80105967,2222 Stirrat 7A,C13,20220315,20220320,126114.45,TO000962,41.349KM 7A TURNOUT STIRRAT,Electrical Turnout,Stirrat
2222,80107021,C13 MOURA T/O REACTIVE.,C13,20220315,20220316,14036.67,TO000962,41.349KM 7A TURNOUT STIRRAT,Electrical Turnout,Stirrat
2223,80107122,C13 MOURA T/O REACTIVE.,C03,20220315,20220315,0.0,TO000962,41.349KM 7A TURNOUT STIRRAT,Electrical Turnout,Stirrat
2224,57061100,Belldeen - Moura - C19,C19,20220315,20220315,46195.09,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2225,57062195,Fry - Mt Rainbow - C19,C19,20220315,20220315,5685.35,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2226,57060977,Mt Rainbow - Dumgree - C19,C19,20220315,20220316,37154.89,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2227,57056187,Mt Rainbow - 12A - C23,C23,20220315,20220315,7023.04,TO000955,89.66KM 12A TURNOUT MT RAINBOW,Electrical Turnout,Mount Rainbow
2228,600002869,"Track defect,contaminated ballast betwee",C14,20220315,20230310,0.0,,,,
2229,80107058,UNDERCUT UO ROAD BO,C02,20220316,20220316,6985.45,,,,
2230,80104638,C01 YUK-BMT 32.379km-33.940km,C01,20220316,20230522,1248553.58,,,,
2231,57061048,Graham - Stirrat - C19,C19,20220316,20220316,5336.04,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2232,80106651,SUPP RM902 YUK-BMT UP,C01,20220316,20220317,10754.18,,,,
2233,57062204,Mt Rainbow - Dumgree - C19,C19,20220316,20220316,23797.74,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2234,80106629,Mt Rainbow - Dumgree - C14,C14,20220316,20220316,27848.3,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2235,80107061,2148 IM Mt Rainbow - Dumgree (Unallocate,C14,20220316,20220319,47977.67,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2236,80107085,Mt Rainbow - Dumgree - C14,C14,20220316,20220316,7565.23,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2237,80106925,SR_ YUK BMT RM902 UNDERCUTTING,C01,20220316,20220317,6254.92,,,,
2238,57052564,Dumgree - 7A - C23,C23,20220317,20220318,9630.42,TO000942,109.723KM 7A TURNOUT DUMGREE,Electrical Turnout,Dumgree
2239,57062196,Clarke - Fry - C19,C19,20220317,20220317,13459.4,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2240,80106994,SR_CE Cab Culvert Renewals 75.750k,C67,20220317,20220317,0.0,,,,
2241,80106995,SR_CE Cab Culvert Renewals 75.900k,C67,20220317,20220317,0.0,,,,
2242,57060285,Braeside - Mindi Down Rd C57,C57,20220317,20220317,21211.58,,,,
2243,57062062,Dumgree - Annandale - C02,C02,20220317,20220317,3426.06,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2244,57062198,Mt Rainbow - Dumgree - C19,C19,20220317,20220317,34061.71,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2245,57061049,Stowe - Graham - C19,C19,20220317,20220318,23216.9,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2246,80106630,Fry - Mt Rainbow - C14,C14,20220317,20220317,27172.39,MA-01ML,STH GLADSTONE-MOURA,Main Line,
2247,57062068,Boundary Hill Baloon - C19,C19,20220317,20220317,1857.96,MA-03ML,BOUNDARY HILL MINE,Loading Facility,
2248,80106827,SUPP RM902 BMT-HAT UP,C01,20220318,20220318,11973.72,,,,
2249,80104639,C01 - BMT-HAT 47.768km-48.600km,C01,20220318,20220406,868413.48,,,,
2250,80106907,SR_ BMT-HAT RM902 UNDERCUTTING,C01,20220318,20220318,4289.07,,,,
2251,57061228,Raglan - Marmor Down - C19,C19,20220319,20220319,22905.68,,,,
2252,57061273,Wotonga - Moranbah Nrth C19,C19,20220319,20220409,56727.96,,,,
2253,57061861,Norwich Park TO 7AB C23,C23,20220319,20220319,20550.38,TO000411,108.187KM 7A/B TURNOUT NORWICH PARK,Electrical Turnout,Norwich Park
2254,57061227,Epala - Raglan Down - C19,C19,20220319,20220612,47804.65,,,,
2255,57062265,Blackwater - Koorilgah - C19,C19,20220320,20220401,103718.97,BW-13ML,LALEHAM BRANCH,Main Line,
2256,80106908,SR_IN MJ RM902 SUPPORT 12.4-13.13k,C01,20220320,20220320,5942.17,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2257,57061132,Mt Larcom Down - C19,C19,20220320,20220320,13733.56,,,,
2258,80106859,SUPP RM902 IND-MLJ- 12.400-13.130KM,C01,20220320,20220320,11093.4,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2259,57060665,Peak Downs TO 12AB C23,C23,20220320,20220320,10043.32,TO000391,45.891KM 12A/B TURNOUT PEAK DOWNS,Electrical Turnout,Peak Downs
2260,57061025,Macarthur TO 8AB C23,C23,20220320,20220320,0.0,TO000255,137.225KM 8A/B TURNOUT MACARTHUR-COPPABE,Electrical Turnout,MacArthur
2261,80104562,C01 IGD-MLJ 12.400-13.200km,C01,20220320,20220412,877007.02,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2262,57061134,Mt Larcom - Ambrose Down - C19,C19,20220320,20220320,11756.7,,,,
2263,57061793,Millenium TO 7AB C57,C57,20220320,20220320,10970.81,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2264,57061133,Mt Larcom Down - C19,C19,20220320,20220320,4103.13,,,,
2265,57060972,Aldoga Up - 8CD - C23,C23,20220321,20220321,5886.37,TO000856,555.767KM 8C/D TURNOUT ALDOGA,Electrical Turnout,Aldoga
2266,80104640,C01 COB-CDJ 144.750km-158.200km,C01,20220321,20220422,941531.37,,,,
2267,57061281,Gregory - Lilyvale Angle - C19,C19,20220321,20220321,8468.74,BW-06FK,GREGORY FORK,Fork,
2268,80106909,SR_CA CD Bnd RM902 SUPPORT,C01,20220321,20220322,6657.01,,,,
2269,57061130,Aldoga - Mt Larcom Down - C19,C19,20220321,20220321,0.0,,,,
2270,80106858,SUPP RM902 COP-CDJ 146.400-158.130KM,C01,20220321,20220322,17239.93,,,,
2271,57057407,Mt Miller - ER2.3B - C23,C23,20220321,20220321,6131.99,TO000861,541.635KM ER2.3B TURNOUT MT MILLER,Manual Turnout,Mount Miller
2272,57061252,Curragh - C57,C57,20220321,20220321,11879.99,LX005897,LX5897.5.766KM Property Access Road,Private LX,Curragh
2273,57062264,Aldoga - Mt Larcom Up - C19,C19,20220321,20220321,8591.13,,,,
2274,57061258,Curragh - C19,C19,20220321,20220321,18544.03,BW-12ML,SAGITTARIUS-CURRAGH MINE,Loading Facility,
2275,57061287,Ambrose - Epala Down - C19,C19,20220322,20220322,4027.25,,,,
2276,57061285,Mt Larcom - Ambrose Down - C19,C19,20220322,20220322,6636.97,,,,
2277,57061286,Ambrose - Epala Down - C19,C19,20220322,20220322,7506.49,,,,
2278,57061288,Epala - Raglan Down - C19,C19,20220322,20220322,2147.8,,,,
2279,50413441,FY22 ELEC SYS CLOSURE GA 29 & 30/3/2022,T24,20220323,20220331,0.0,,,,
2280,600002843,C14 U/C Balook-Wandoo Up 76.065 (IM),C14,20220324,20230319,0.0,,,,
2281,80107135,Jilalan Bypass Up Rd C14,C14,20220324,20220324,17720.7,,,,
2282,57060842,Black Mountain - Hatfield Up Rd C57,C57,20220324,20220324,15185.11,,,,
2283,80107206,SUPP JIL UP 21.700KM ISO,C14,20220324,20220324,2439.11,,,,
2284,57062292,Buckley - Armuna Main C19,C19,20220325,20220325,24721.48,NL-01ML,DURROBURRA-NORTH GOONYELLA JCT,Main Line,
2285,57061254,Buckley - Armuna Main C19,C19,20220325,20220325,16605.98,NL-01ML,DURROBURRA-NORTH GOONYELLA JCT,Main Line,
2286,57062538,Black Mountain - Hatfield Up Rd C02,C02,20220325,20220325,10044.74,,,,
2287,57062403,Havilah - Newlands Main C19,C19,20220326,20220327,6426.51,NL-01ML,DURROBURRA-NORTH GOONYELLA JCT,Main Line,
2288,57062404,Cockool - Havilah Main C19,C19,20220326,20220326,6832.28,NL-01ML,DURROBURRA-NORTH GOONYELLA JCT,Main Line,
2289,57060456,Birralee - Cockool Main C19,C19,20220326,20220326,8198.2,NL-01ML,DURROBURRA-NORTH GOONYELLA JCT,Main Line,
2290,57061257,Havilah - Newlands Main C19,C19,20220326,20220326,9807.43,NL-01ML,DURROBURRA-NORTH GOONYELLA JCT,Main Line,
2291,57062294,CRN Mainline C19,C19,20220326,20220326,0.0,NL-16ML,CARMICHAEL RAIL NETWORK,Main Line,
2292,57061251,Macarthur TO 8AB C23,C23,20220327,20220327,10341.3,TO000255,137.225KM 8A/B TURNOUT MACARTHUR-COPPABE,Electrical Turnout,MacArthur
2293,57061244,Daly Bay TO 11CD C23,C23,20220328,20220328,22057.55,TO000500,7.975KM 11C/D TURNOUT HAY PT-DALRYMPLE J,Electrical Turnout,Hay Point
2294,600001963,2158 Tootoolah - Macarthur Up (Unallocat,C14,20220328,20220924,0.0,,,,
2295,80107154,HAR-SAR BBR GA PO Support 63.302km,C20,20220328,20220422,1001.25,BR200534-91-01,Bridge 63.340km TRACK 1,Structure Track,Harrow-Saraji
2296,57061280,Millenium - Red Mountain Main C19,C19,20220328,20220329,43415.64,GA-03ML,COPPABELLA-OAKY CREEK,Main Line,
2297,50413443,FY22 ELEC SYS CLOSURE GA 27 TO 29/4/2022,T24,20220328,20220428,0.0,,,,
2298,80107048,Bridge Rollouts (Hut Ck). C20_572.ISO/BD,C20,20220328,20220328,0.0,BR101453-91-01,Bridge 572.990km TRACK 1,Structure Track,Ambrose-Epala
2299,600002844,C14 U/C Waitara- Braseside Dn (IM),C14,20220328,20230323,0.0,,,,
2300,57061424,Mt Miller - Yarwun Down - C02,C02,20220328,20220328,37850.74,,,,
2301,80106883,WTA DN 9BC BCD TSR SUPP 98.247km,C13,20220329,20220404,2469.07,TO000218,98.24KM 9B/C TURNOUT WAITARA,Electrical Turnout,Waitara
2302,80104641,C01 - YUK-HAT UP 37.814 - 39.850,C01,20220329,20230107,959586.96,,,,
2303,57061862,Ingsdon TO 7AB C23,C23,20220329,20220329,4005.74,TO000376,10.771KM 7A/B TURNOUT INGSDON,Electrical Turnout,Ingsdon
2304,80106550,SR_BMT Bnd RM902 Support 37.814k,C01,20220329,20220329,13582.09,,,,
2305,80106722,SUPP RM902 BMT 37.814KM-39.85KM,C01,20220329,20220330,2993.44,,,,
2306,80106549,SR_WOT Bnd 175.050k,C13,20220329,20220330,1250.98,,,,
2307,80104284,2104 Wotonga Down C14,C14,20220329,20220329,110665.22,,,,
2308,80107087,WOT UP BCD TSR Support 173.637km,C01,20220329,20220404,1339.42,TO000292,173.637KM 8C/D TURNOUT WOTONGA,Electrical Turnout,Wotonga
2309,80106749,Wotonga TO 8CD C13,C13,20220329,20220501,23796.57,TO000292,173.637KM 8C/D TURNOUT WOTONGA,Electrical Turnout,Wotonga
2310,80106548,SR_WOT Bnd Int  8C/D WOTONGA.,C13,20220329,20220330,34995.77,TO000292,173.637KM 8C/D TURNOUT WOTONGA,Electrical Turnout,Wotonga
2311,80104294,2224 Wotonga 8CD C13,C13,20220329,20220407,119255.24,TO000292,173.637KM 8C/D TURNOUT WOTONGA,Electrical Turnout,Wotonga
2312,80104271,2225 Ingsdon 12AB C13,C13,20220329,20220407,114365.01,TO000361,13.237KM 12A/B TURNOUT INGSDON,Electrical Turnout,Ingsdon
2313,80106899,IGD-RED TSR Support 13.700-13.900km,C50,20220329,20220404,3387.18,,,,
2314,80105821,SR_WTA Dn 9bc  Bnd Int 97.900k,C13,20220329,20220330,1602.0,TO000218,98.24KM 9B/C TURNOUT WAITARA,Electrical Turnout,Waitara
2315,80106547,SR_WAT Bnd Int  T/O 9B/C WAITARA.,C13,20220329,20220330,0.0,TO000218,98.24KM 9B/C TURNOUT WAITARA,Electrical Turnout,Waitara
2316,80106748,Waitara TO 9BC C13 (to be replanned),C13,20220329,20220329,0.0,TO000218,98.24KM 9B/C TURNOUT WAITARA,Electrical Turnout,Waitara
2317,80107089,TSR Ingsdon BCD 12AB Undercut,C01,20220329,20220329,1129.38,TO000361,13.237KM 12A/B TURNOUT INGSDON,Electrical Turnout,Ingsdon
2318,57061863,Ingsdon TO 7CD C23,C23,20220329,20220329,5744.77,TO000363,10.868KM 7C/D TURNOUT INGSDON,Electrical Turnout,Ingsdon
2319,80107086,WOT DN TSR Support 175.050km,C01,20220329,20220329,0.0,,,,
2320,80106751,Ingsdon TO 12AB C13,C13,20220329,20220329,12307.05,TO000361,13.237KM 12A/B TURNOUT INGSDON,Electrical Turnout,Ingsdon
2321,80106546,SR_Bnd Int ING 12A/B\,C13,20220329,20220329,25743.47,TO000361,13.237KM 12A/B TURNOUT INGSDON,Electrical Turnout,Ingsdon
2322,57061212,Yarwun Down - 11AB - C23,C23,20220330,20220330,2730.21,TO000895,545.279KM 11A/B TURNOUT MT MILLER-YARWUN,Electrical Turnout,Mount Miller-Yarwun
